StockCode,Description,avg_daily_demand,std_daily_demand,max_daily_demand,total_qty_sold,days_with_sales,demand_variability,total_revenue,safety_stock,reorder_point,eoq,simulated_current_stock,stock_status,priority_score
SC9884,Gadget X,26.0,0.0,26,26,1,0.0,5441.4,0.0,182.0,974.0,936.0,🟢 OK,9052.0
SC5932,Item Beta,25.0,5.656854249492381,29,50,2,0.22627416988918556,4437.31,25.0,200.0,955.0,900.0,🟢 OK,9054.0
SC6558,Tool Y,36.5,13.435028842544403,46,73,2,0.3680829818866732,3977.17,59.0,314.0,1154.0,1314.0,🟢 OK,9055.0
SC6340,Gadget X,13.666666666666666,16.258331197676267,32,41,3,1.1896339892034093,2484.69,71.0,167.0,706.0,492.0,🟢 OK,9056.0
SC3263,Gadget X,31.0,0.0,31,31,1,0.0,5440.53,0.0,217.0,1064.0,1116.0,🟢 OK,9058.0
SC3263,Item Beta,14.0,0.0,14,14,1,0.0,5440.53,0.0,98.0,715.0,504.0,🟢 OK,9058.0
SC3263,Tool Y,44.0,0.0,44,44,1,0.0,5440.53,0.0,308.0,1267.0,1584.0,🟢 OK,9058.0
SC8723,Product Z,8.0,4.242640687119285,11,16,2,0.530330085226998,3555.12,19.0,75.0,540.0,288.0,🟢 OK,9060.0
SC2611,Widget A,29.0,14.52583904633395,43,87,3,0.5008910014250013,3624.3999999999996,63.0,266.0,1029.0,1044.0,🟢 OK,9061.0
SC9097,Gadget X,27.0,0.0,27,27,1,0.0,5439.8,0.0,189.0,993.0,972.0,🟢 OK,9063.0
SC9097,Widget A,42.0,0.0,42,42,1,0.0,5439.8,0.0,294.0,1238.0,1512.0,🟢 OK,9063.0
SC9097,Item Beta,7.0,0.0,7,7,1,0.0,5439.8,0.0,49.0,505.0,252.0,🟢 OK,9063.0
SC8038,Widget A,29.5,27.577164466275352,49,59,2,0.9348191341331241,2811.41,120.0,326.0,1038.0,1062.0,🟢 OK,9065.0
SC2433,Tool Y,38.0,0.0,38,38,1,0.0,5437.79,0.0,266.0,1178.0,1368.0,🟢 OK,9067.0
SC2433,Product Z,48.0,0.0,48,48,1,0.0,5437.79,0.0,336.0,1324.0,1728.0,🟢 OK,9067.0
SC2433,Item Beta,48.0,0.0,48,48,1,0.0,5437.79,0.0,336.0,1324.0,1728.0,🟢 OK,9067.0
SC1420,Widget B,17.0,4.242640687119285,20,34,2,0.24956709909550667,4351.24,19.0,138.0,788.0,612.0,🟢 OK,9069.0
SC7824,Gadget X,16.5,19.091883092036785,30,33,2,1.157083823058542,2520.56,83.0,198.0,776.0,594.0,🟢 OK,9070.0
SC1180,Widget A,10.0,5.656854249492381,14,20,2,0.5656854243835526,3472.12,25.0,95.0,604.0,360.0,🟢 OK,9071.0
SC8571,Product Z,7.5,6.363961030678928,12,15,2,0.8485281362924861,2940.79,28.0,80.0,523.0,270.0,🟢 OK,9072.0
SC1597,Item Beta,20.0,0.0,20,20,1,0.0,5435.62,0.0,140.0,854.0,720.0,🟢 OK,9074.0
SC1597,Widget B,48.0,0.0,48,48,1,0.0,5435.62,0.0,336.0,1324.0,1728.0,🟢 OK,9074.0
SC1597,Product Z,10.0,0.0,10,10,1,0.0,5435.62,0.0,70.0,604.0,360.0,🟢 OK,9074.0
SC7090,Item Beta,9.5,4.949747468305833,13,19,2,0.5210260487469023,3572.9100000000003,22.0,88.0,589.0,342.0,🟢 OK,9076.0
SC9369,Item Alpha,28.333333333333332,14.011899704655802,44,85,3,0.49453763646036797,3635.92,61.0,259.0,1017.0,1020.0,🟢 OK,9077.0
SC4151,Item Beta,16.5,12.503332889007368,35,66,4,0.7577777503896721,3090.5200000000004,55.0,170.0,776.0,594.0,🟢 OK,9078.0
SC5009,Widget A,22.5,13.435028842544403,32,45,2,0.5971123927365901,3401.37,59.0,216.0,906.0,810.0,🟢 OK,9079.0
SC9106,Widget B,36.0,0.0,36,36,1,0.0,5432.01,0.0,252.0,1146.0,1296.0,🟢 OK,9081.0
SC9106,Item Alpha,33.0,0.0,33,33,1,0.0,5432.01,0.0,231.0,1097.0,1188.0,🟢 OK,9081.0
SC9106,Product Z,17.0,0.0,17,17,1,0.0,5432.01,0.0,119.0,788.0,612.0,🟢 OK,9081.0
SC8041,Tool Y,32.0,7.0710678118654755,37,64,2,0.2209708690517427,4448.4400000000005,31.0,255.0,1081.0,1152.0,🟢 OK,9083.0
SC7801,Widget B,9.0,0.0,9,9,1,0.0,5430.59,0.0,63.0,573.0,324.0,🟢 OK,9085.5
SC7801,Widget A,44.0,0.0,44,44,1,0.0,5430.59,0.0,308.0,1267.0,1584.0,🟢 OK,9085.5
SC7801,Product Z,13.0,0.0,13,13,1,0.0,5430.59,0.0,91.0,689.0,468.0,🟢 OK,9085.5
SC7801,Item Alpha,5.0,0.0,5,5,1,0.0,5430.59,0.0,35.0,427.0,180.0,🟢 OK,9085.5
SC3172,Product Z,2.0,0.0,2,2,1,0.0,5430.32,0.0,14.0,270.0,72.0,🟢 OK,9089.5
SC3172,Tool Y,22.0,0.0,22,22,1,0.0,5430.32,0.0,154.0,896.0,792.0,🟢 OK,9089.5
SC3172,Widget A,6.0,0.0,6,6,1,0.0,5430.32,0.0,42.0,468.0,216.0,🟢 OK,9089.5
SC3172,Item Alpha,46.0,0.0,46,46,1,0.0,5430.32,0.0,322.0,1296.0,1656.0,🟢 OK,9089.5
SC9195,Item Beta,17.0,8.48528137423857,23,34,2,0.49913419819101335,3622.2599999999998,37.0,156.0,788.0,612.0,🟢 OK,9092.0
SC1676,Tool Y,30.0,0.0,30,30,1,0.0,5429.93,0.0,210.0,1046.0,1080.0,🟢 OK,9094.5
SC1676,Item Beta,32.0,0.0,32,32,1,0.0,5429.93,0.0,224.0,1081.0,1152.0,🟢 OK,9094.5
SC1676,Item Alpha,21.0,0.0,21,21,1,0.0,5429.93,0.0,147.0,875.0,756.0,🟢 OK,9094.5
SC1676,Widget B,24.0,0.0,24,24,1,0.0,5429.93,0.0,168.0,936.0,864.0,🟢 OK,9094.5
SC1923,Item Beta,28.0,16.97056274847714,40,56,2,0.6060915265148651,3380.82,74.0,270.0,1011.0,1008.0,🟢 OK,9097.0
SC1617,Product Z,2.0,0.0,2,2,1,0.0,5428.92,0.0,14.0,270.0,72.0,🟢 OK,9099.5
SC1617,Item Alpha,23.0,0.0,23,23,1,0.0,5428.92,0.0,161.0,916.0,828.0,🟢 OK,9099.5
SC1617,Tool Y,43.0,0.0,43,43,1,0.0,5428.92,0.0,301.0,1253.0,1548.0,🟢 OK,9099.5
SC1617,Widget A,37.0,0.0,37,37,1,0.0,5428.92,0.0,259.0,1162.0,1332.0,🟢 OK,9099.5
SC5216,Tool Y,45.0,0.0,45,45,1,0.0,5428.46,0.0,315.0,1282.0,1620.0,🟢 OK,9103.0
SC5216,Widget A,12.0,0.0,12,12,1,0.0,5428.46,0.0,84.0,662.0,432.0,🟢 OK,9103.0
SC5216,Item Beta,34.0,0.0,34,34,1,0.0,5428.46,0.0,238.0,1114.0,1224.0,🟢 OK,9103.0
SC9963,Tool Y,6.5,2.1213203435596424,8,13,2,0.326356975430165,4092.7000000000003,9.0,54.0,487.0,234.0,🟢 OK,9105.0
SC5213,Gadget X,40.333333333333336,10.692676621563626,47,121,3,0.2651076847664268,4290.719999999999,47.0,329.0,1213.0,1452.0,🟢 OK,9106.0
SC4017,Item Beta,20.333333333333332,12.662279942148386,34,61,3,0.6227350788157886,3344.91,55.0,197.0,861.0,732.0,🟢 OK,9107.0
SC7093,Item Beta,27.5,0.7071067811865476,28,55,2,0.025712973851978828,5290.93,3.0,196.0,1002.0,990.0,🟢 OK,9108.0
SC8594,Product Z,38.0,0.0,38,38,1,0.0,5426.82,0.0,266.0,1178.0,1368.0,🟢 OK,9110.0
SC8594,Widget B,39.0,0.0,39,39,1,0.0,5426.82,0.0,273.0,1193.0,1404.0,🟢 OK,9110.0
SC8594,Widget A,5.0,0.0,5,5,1,0.0,5426.82,0.0,35.0,427.0,180.0,🟢 OK,9110.0
SC2610,Tool Y,22.5,3.5355339059327378,25,45,2,0.15713484019383953,4689.86,15.0,172.0,906.0,810.0,🟢 OK,9112.0
SC1658,Tool Y,16.0,0.0,16,16,1,0.0,5426.27,0.0,112.0,764.0,576.0,🟢 OK,9113.5
SC1658,Widget A,39.0,0.0,39,39,1,0.0,5426.27,0.0,273.0,1193.0,1404.0,🟢 OK,9113.5
SC3406,Item Beta,41.0,1.4142135623730951,42,82,2,0.034493013708004026,5245.22,6.0,293.0,1223.0,1476.0,🟢 OK,9115.0
SC3150,Item Alpha,32.5,20.506096654409877,47,65,2,0.630956819941548,3326.88,90.0,318.0,1089.0,1170.0,🟢 OK,9116.0
SC4111,Widget B,37.0,13.0,45,111,3,0.3513513512563915,4014.89,57.0,316.0,1162.0,1332.0,🟢 OK,9117.0
SC9548,Widget A,23.0,21.213203435596427,38,46,2,0.9223131924510127,2822.21,93.0,254.0,916.0,828.0,🟢 OK,9118.0
SC7326,Widget B,31.5,4.949747468305833,35,63,2,0.15713484021379315,4688.22,22.0,242.0,1072.0,1134.0,🟢 OK,9119.0
SC2827,Widget B,43.0,0.0,43,43,1,0.0,5424.83,0.0,301.0,1253.0,1548.0,🟢 OK,9120.5
SC2827,Item Alpha,18.0,0.0,18,18,1,0.0,5424.83,0.0,126.0,811.0,648.0,🟢 OK,9120.5
SC6301,Widget A,12.0,15.556349186104045,23,24,2,1.296362431095035,2362.25,68.0,152.0,662.0,432.0,🟢 OK,9122.0
SC5707,Tool Y,36.5,17.67766952966369,49,73,2,0.4843197130087806,3654.47,77.0,332.0,1154.0,1314.0,🟢 OK,9123.0
SC4794,Item Alpha,27.0,25.45584412271571,45,54,2,0.9428090412328748,2791.96,111.0,300.0,993.0,972.0,🟢 OK,9124.0
SC6366,Widget B,21.0,25.45584412271571,39,42,2,1.2121830528854227,2451.9,111.0,258.0,875.0,756.0,🟢 OK,9125.0
SC9742,Gadget X,6.0,5.656854249492381,10,12,2,0.9428090400107151,2791.55,25.0,67.0,468.0,216.0,🟢 OK,9126.0
SC2765,Product Z,23.0,15.556349186104045,34,46,2,0.6763630077974093,3235.24,68.0,229.0,916.0,828.0,🟢 OK,9127.0
SC3836,Widget A,43.5,6.363961030678928,48,87,2,0.14629795469461948,4730.39,28.0,332.0,1260.0,1566.0,🟢 OK,9128.0
SC2917,Gadget X,20.333333333333332,14.6401275039985,36,61,3,0.7200062703343494,3152.27,64.0,206.0,861.0,732.0,🟢 OK,9129.0
SC2658,Widget A,25.0,6.244997998398398,30,75,3,0.24979991983601596,4338.01,27.0,202.0,955.0,900.0,🟢 OK,9130.0
SC2613,Gadget X,46.0,0.0,46,46,1,0.0,5420.95,0.0,322.0,1296.0,1656.0,🟢 OK,9132.0
SC2613,Widget B,5.0,0.0,5,5,1,0.0,5420.95,0.0,35.0,427.0,180.0,🟢 OK,9132.0
SC2613,Item Beta,34.0,0.0,34,34,1,0.0,5420.95,0.0,238.0,1114.0,1224.0,🟢 OK,9132.0
SC2072,Widget B,12.0,0.0,12,12,1,0.0,5420.8099999999995,0.0,84.0,662.0,432.0,🟢 OK,9135.0
SC2072,Tool Y,30.0,0.0,30,30,1,0.0,5420.8099999999995,0.0,210.0,1046.0,1080.0,🟢 OK,9135.0
SC2072,Item Alpha,47.0,0.0,47,47,1,0.0,5420.8099999999995,0.0,329.0,1310.0,1692.0,🟢 OK,9135.0
SC5109,Tool Y,7.0,0.0,7,7,1,0.0,5420.45,0.0,49.0,505.0,252.0,🟢 OK,9137.0
SC6502,Widget A,22.0,6.928203230275509,32,88,4,0.31491832850574203,4122.23,30.0,184.0,896.0,792.0,🟢 OK,9138.0
SC9553,Product Z,36.0,7.0710678118654755,41,72,2,0.19641855027503582,4530.49,31.0,283.0,1146.0,1296.0,🟢 OK,9139.0
SC8468,Gadget X,12.0,9.539392014169456,22,36,3,0.7949493338516636,3019.71,42.0,126.0,662.0,432.0,🟢 OK,9140.0
SC8091,Item Beta,36.0,11.313708498984761,44,72,2,0.3142696804400573,4123.91,49.0,301.0,1146.0,1296.0,🟢 OK,9141.0
SC7706,Gadget X,41.0,0.0,41,41,1,0.0,5419.25,0.0,287.0,1223.0,1476.0,🟢 OK,9143.5
SC7706,Widget A,17.0,0.0,17,17,1,0.0,5419.25,0.0,119.0,788.0,612.0,🟢 OK,9143.5
SC7706,Widget B,47.0,0.0,47,47,1,0.0,5419.25,0.0,329.0,1310.0,1692.0,🟢 OK,9143.5
SC7706,Product Z,43.0,0.0,43,43,1,0.0,5419.25,0.0,301.0,1253.0,1548.0,🟢 OK,9143.5
SC4125,Gadget X,24.333333333333332,7.505553499465136,32,73,3,0.30844740396084913,4140.610000000001,33.0,203.0,942.0,876.0,🟢 OK,9146.0
SC6116,Gadget X,48.0,0.0,48,48,1,0.0,5416.69,0.0,336.0,1324.0,1728.0,🟢 OK,9148.0
SC6116,Item Beta,49.0,0.0,49,49,1,0.0,5416.69,0.0,343.0,1337.0,1764.0,🟢 OK,9148.0
SC6116,Tool Y,35.0,0.0,35,35,1,0.0,5416.69,0.0,245.0,1130.0,1260.0,🟢 OK,9148.0
SC4261,Product Z,29.666666666666668,16.502525059315417,48,89,3,0.5562648894523404,3480.38,72.0,280.0,1041.0,1068.0,🟢 OK,9150.0
SC4905,Tool Y,2.5,0.7071067811865476,3,5,2,0.2828427113432482,4221.97,3.0,20.0,302.0,90.0,🟢 OK,9151.0
SC3914,Item Beta,24.5,20.506096654409877,39,49,2,0.8369835365730629,2948.33,90.0,262.0,946.0,882.0,🟢 OK,9152.0
SC4197,Item Alpha,39.0,1.4142135623730951,40,78,2,0.036261886205396825,5226.33,6.0,279.0,1193.0,1404.0,🟢 OK,9153.0
SC5636,Item Alpha,15.0,0.0,15,15,1,0.0,5415.0,0.0,105.0,740.0,540.0,🟢 OK,9154.5
SC5636,Product Z,12.0,0.0,12,12,1,0.0,5415.0,0.0,84.0,662.0,432.0,🟢 OK,9154.5
SC1646,Widget B,47.5,2.1213203435596424,49,95,2,0.04465937564448523,5182.82,9.0,342.0,1317.0,1710.0,🟢 OK,9156.0
SC1236,Widget B,12.0,1.4142135623730951,13,24,2,0.11785113009954865,4843.43,6.0,90.0,662.0,432.0,🟢 OK,9157.0
SC5553,Tool Y,40.0,0.0,40,40,1,0.0,5414.19,0.0,280.0,1208.0,1440.0,🟢 OK,9159.5
SC5553,Item Beta,14.0,0.0,14,14,1,0.0,5414.19,0.0,98.0,715.0,504.0,🟢 OK,9159.5
SC5553,Widget A,8.0,0.0,8,8,1,0.0,5414.19,0.0,56.0,540.0,288.0,🟢 OK,9159.5
SC5553,Product Z,5.0,0.0,5,5,1,0.0,5414.19,0.0,35.0,427.0,180.0,🟢 OK,9159.5
SC5957,Item Alpha,41.0,0.0,41,41,1,0.0,5414.11,0.0,287.0,1223.0,1476.0,🟢 OK,9163.0
SC5957,Item Beta,3.0,0.0,3,3,1,0.0,5414.11,0.0,21.0,331.0,108.0,🟢 OK,9163.0
SC5957,Widget A,18.0,0.0,18,18,1,0.0,5414.11,0.0,126.0,811.0,648.0,🟢 OK,9163.0
SC4051,Gadget X,35.333333333333336,10.503967504392488,46,106,3,0.297282099096783,4173.0199999999995,46.0,293.0,1136.0,1272.0,🟢 OK,9165.0
SC2821,Item Beta,27.5,6.363961030678928,32,55,2,0.23141676466780944,4396.09,28.0,220.0,1002.0,990.0,🟢 OK,9166.0
SC3870,Gadget X,23.0,5.656854249492381,27,46,2,0.2459501846536034,4344.759999999999,25.0,186.0,916.0,828.0,🟢 OK,9167.0
SC8410,Item Alpha,29.5,13.435028842544403,39,59,2,0.45542470637254767,3718.53,59.0,266.0,1038.0,1062.0,🟢 OK,9168.0
SC3242,Product Z,40.0,0.0,40,40,1,0.0,5411.94,0.0,280.0,1208.0,1440.0,🟢 OK,9170.0
SC3242,Gadget X,20.0,0.0,20,20,1,0.0,5411.94,0.0,140.0,854.0,720.0,🟢 OK,9170.0
SC3242,Widget B,38.0,0.0,38,38,1,0.0,5411.94,0.0,266.0,1178.0,1368.0,🟢 OK,9170.0
SC6378,Gadget X,37.0,14.142135623730951,47,74,2,0.38221988161915543,3915.3199999999997,62.0,321.0,1162.0,1332.0,🟢 OK,9172.0
SC6877,Product Z,35.0,7.0710678118654755,40,70,2,0.20203050885271914,4501.92,31.0,276.0,1130.0,1260.0,🟢 OK,9173.0
SC8375,Item Alpha,38.0,0.0,38,38,1,0.0,5411.31,0.0,266.0,1178.0,1368.0,🟢 OK,9174.5
SC8375,Widget B,28.0,0.0,28,28,1,0.0,5411.31,0.0,196.0,1011.0,1008.0,🟢 OK,9174.5
SC7554,Tool Y,20.0,14.142135623730951,30,40,2,0.7071067808329942,3169.54,62.0,202.0,854.0,720.0,🟢 OK,9176.0
SC8856,Item Alpha,24.5,20.506096654409877,39,49,2,0.8369835365730629,2945.02,90.0,262.0,946.0,882.0,🟢 OK,9177.0
SC2840,Item Alpha,34.0,18.384776310850235,47,68,2,0.5407287148659691,3511.2,80.0,318.0,1114.0,1224.0,🟢 OK,9178.0
SC2695,Tool Y,32.5,0.7071067811865476,33,65,2,0.021757131722122347,5294.49,3.0,230.0,1089.0,1170.0,🟢 OK,9179.0
SC8456,Tool Y,17.0,0.0,17,17,1,0.0,5409.56,0.0,119.0,788.0,612.0,🟢 OK,9181.0
SC8456,Widget A,37.0,0.0,37,37,1,0.0,5409.56,0.0,259.0,1162.0,1332.0,🟢 OK,9181.0
SC8456,Item Beta,1.0,0.0,1,1,1,0.0,5409.56,0.0,7.0,191.0,36.0,🟢 OK,9181.0
SC5690,Item Alpha,36.5,9.192388155425117,43,73,2,0.2518462507645659,4321.25,40.0,296.0,1154.0,1314.0,🟢 OK,9183.0
SC6949,Widget A,9.5,0.7071067811865476,10,19,2,0.0744322926781289,5034.0,3.0,70.0,589.0,342.0,🟢 OK,9184.0
SC7076,Item Alpha,34.0,0.0,34,34,1,0.0,5406.81,0.0,238.0,1114.0,1224.0,🟢 OK,9186.0
SC7076,Gadget X,10.0,0.0,10,10,1,0.0,5406.81,0.0,70.0,604.0,360.0,🟢 OK,9186.0
SC7076,Tool Y,45.0,0.0,45,45,1,0.0,5406.81,0.0,315.0,1282.0,1620.0,🟢 OK,9186.0
SC7049,Item Alpha,11.0,4.242640687119285,14,22,2,0.3856946075693035,3901.47,19.0,96.0,634.0,396.0,🟢 OK,9188.0
SC1885,Item Alpha,47.0,0.0,47,47,1,0.0,5406.03,0.0,329.0,1310.0,1692.0,🟢 OK,9190.5
SC1885,Item Beta,45.0,0.0,45,45,1,0.0,5406.03,0.0,315.0,1282.0,1620.0,🟢 OK,9190.5
SC1885,Gadget X,47.0,0.0,47,47,1,0.0,5406.03,0.0,329.0,1310.0,1692.0,🟢 OK,9190.5
SC1885,Widget A,48.0,0.0,48,48,1,0.0,5406.03,0.0,336.0,1324.0,1728.0,🟢 OK,9190.5
SC9360,Tool Y,46.0,0.0,46,46,1,0.0,5404.87,0.0,322.0,1296.0,1656.0,🟢 OK,9194.0
SC9360,Product Z,18.0,0.0,18,18,1,0.0,5404.87,0.0,126.0,811.0,648.0,🟢 OK,9194.0
SC9360,Widget B,24.0,0.0,24,24,1,0.0,5404.87,0.0,168.0,936.0,864.0,🟢 OK,9194.0
SC5325,Gadget X,28.0,12.727922061357855,37,56,2,0.4545686448861489,3715.67,56.0,252.0,1011.0,1008.0,🟢 OK,9196.0
SC1739,Tool Y,34.0,1.4142135623730951,35,68,2,0.04159451652815147,5187.91,6.0,244.0,1114.0,1224.0,🟢 OK,9197.0
SC2896,Widget A,21.5,6.363961030678928,26,43,2,0.2959981873357649,4169.52,28.0,178.0,886.0,774.0,🟢 OK,9198.0
SC5783,Item Alpha,12.0,1.4142135623730951,13,24,2,0.11785113009954865,4833.85,6.0,90.0,662.0,432.0,🟢 OK,9199.0
SC4542,Item Alpha,16.0,0.0,16,16,1,0.0,5402.68,0.0,112.0,764.0,576.0,🟢 OK,9201.0
SC4542,Item Beta,33.0,0.0,33,33,1,0.0,5402.68,0.0,231.0,1097.0,1188.0,🟢 OK,9201.0
SC4542,Tool Y,14.0,0.0,14,14,1,0.0,5402.68,0.0,98.0,715.0,504.0,🟢 OK,9201.0
SC9934,Widget B,20.0,1.4142135623730951,21,40,2,0.07071067808329942,5045.4400000000005,6.0,146.0,854.0,720.0,🟢 OK,9203.0
SC1316,Widget B,6.0,0.0,6,6,1,0.0,5401.83,0.0,42.0,468.0,216.0,🟢 OK,9204.5
SC1316,Item Beta,24.0,0.0,24,24,1,0.0,5401.83,0.0,168.0,936.0,864.0,🟢 OK,9204.5
SC5756,Item Alpha,35.8,13.736811857195978,45,179,5,0.38370982830611394,3903.6299999999997,60.0,311.0,1143.0,1289.0,🟢 OK,9206.0
SC9103,Tool Y,36.0,12.727922061357855,45,72,2,0.35355339049506446,3990.51,56.0,308.0,1146.0,1296.0,🟢 OK,9207.0
SC4116,Tool Y,29.0,11.269427669584644,42,87,3,0.3886009539896081,3889.71,49.0,252.0,1029.0,1044.0,🟢 OK,9208.0
SC3135,Item Alpha,20.0,26.870057685088806,39,40,2,1.3435028835826888,2304.7200000000003,117.0,257.0,854.0,720.0,🟢 OK,9209.0
SC1200,Tool Y,37.0,4.242640687119285,40,74,2,0.11466596448574662,4845.43,19.0,278.0,1162.0,1332.0,🟢 OK,9210.0
SC3065,Product Z,36.5,4.949747468305833,40,73,2,0.13560951964245857,4754.97,22.0,278.0,1154.0,1314.0,🟢 OK,9211.0
SC8531,Gadget X,46.0,0.0,46,46,1,0.0,5399.72,0.0,322.0,1296.0,1656.0,🟢 OK,9213.5
SC8531,Widget A,27.0,0.0,27,27,1,0.0,5399.72,0.0,189.0,993.0,972.0,🟢 OK,9213.5
SC8531,Item Beta,24.0,0.0,24,24,1,0.0,5399.72,0.0,168.0,936.0,864.0,🟢 OK,9213.5
SC8531,Item Alpha,12.0,0.0,12,12,1,0.0,5399.72,0.0,84.0,662.0,432.0,🟢 OK,9213.5
SC5043,Widget B,19.0,0.0,19,19,1,0.0,5399.7,0.0,133.0,833.0,684.0,🟢 OK,9216.0
SC3758,Item Beta,43.0,0.0,43,43,1,0.0,5399.49,0.0,301.0,1253.0,1548.0,🟢 OK,9217.0
SC4762,Tool Y,3.0,0.0,3,3,1,0.0,5398.98,0.0,21.0,331.0,108.0,🟢 OK,9218.5
SC4762,Widget A,1.0,0.0,1,1,1,0.0,5398.98,0.0,7.0,191.0,36.0,🟢 OK,9218.5
SC8861,Widget A,42.5,3.5355339059327378,45,85,2,0.0831890330611964,4984.0,15.0,312.0,1245.0,1530.0,🟢 OK,9220.0
SC3830,Tool Y,48.0,0.0,48,48,1,0.0,5398.43,0.0,336.0,1324.0,1728.0,🟢 OK,9221.0
SC2495,Widget A,49.0,0.0,49,49,1,0.0,5397.53,0.0,343.0,1337.0,1764.0,🟢 OK,9223.5
SC2495,Tool Y,10.0,0.0,10,10,1,0.0,5397.53,0.0,70.0,604.0,360.0,🟢 OK,9223.5
SC2495,Item Alpha,26.0,0.0,26,26,1,0.0,5397.53,0.0,182.0,974.0,936.0,🟢 OK,9223.5
SC2495,Item Beta,22.0,0.0,22,22,1,0.0,5397.53,0.0,154.0,896.0,792.0,🟢 OK,9223.5
SC2567,Widget A,38.5,3.5355339059327378,41,77,2,0.09183204948089395,4943.54,15.0,284.0,1185.0,1386.0,🟢 OK,9226.0
SC4649,Product Z,6.0,0.0,6,6,1,0.0,5397.14,0.0,42.0,468.0,216.0,🟢 OK,9228.5
SC4649,Widget B,36.0,0.0,36,36,1,0.0,5397.14,0.0,252.0,1146.0,1296.0,🟢 OK,9228.5
SC4649,Widget A,47.0,0.0,47,47,1,0.0,5397.14,0.0,329.0,1310.0,1692.0,🟢 OK,9228.5
SC4649,Item Alpha,43.0,0.0,43,43,1,0.0,5397.14,0.0,301.0,1253.0,1548.0,🟢 OK,9228.5
SC8037,Product Z,19.0,0.0,19,19,1,0.0,5396.86,0.0,133.0,833.0,684.0,🟢 OK,9231.5
SC8037,Item Alpha,44.0,0.0,44,44,1,0.0,5396.86,0.0,308.0,1267.0,1584.0,🟢 OK,9231.5
SC7426,Widget B,10.0,0.0,10,10,1,0.0,5396.8,0.0,70.0,604.0,360.0,🟢 OK,9233.0
SC2208,Item Alpha,38.5,10.606601717798213,46,77,2,0.27549614844268183,4230.92,46.0,316.0,1185.0,1386.0,🟢 OK,9234.0
SC8313,Widget B,39.0,0.0,39,39,1,0.0,5396.46,0.0,273.0,1193.0,1404.0,🟢 OK,9235.5
SC8313,Item Beta,7.0,0.0,7,7,1,0.0,5396.46,0.0,49.0,505.0,252.0,🟢 OK,9235.5
SC3909,Gadget X,22.0,15.556349186104045,33,44,2,0.7071067808651353,3160.31,68.0,222.0,896.0,792.0,🟢 OK,9237.0
SC8402,Item Alpha,4.0,0.0,4,4,1,0.0,5394.51,0.0,28.0,382.0,144.0,🟢 OK,9239.0
SC8402,Product Z,36.0,0.0,36,36,1,0.0,5394.51,0.0,252.0,1146.0,1296.0,🟢 OK,9239.0
SC8402,Item Beta,2.0,0.0,2,2,1,0.0,5394.51,0.0,14.0,270.0,72.0,🟢 OK,9239.0
SC1184,Widget B,36.5,14.849242404917497,47,73,2,0.4068285589273756,3834.26,65.0,320.0,1154.0,1314.0,🟢 OK,9241.0
SC1109,Gadget X,19.0,8.48528137423857,25,38,2,0.4465937563038227,3728.2999999999997,37.0,170.0,833.0,684.0,🟢 OK,9242.0
SC5932,Item Alpha,16.333333333333332,3.5118845842842457,20,49,3,0.215013341763313,4437.31,15.0,129.0,772.0,588.0,🟢 OK,9243.0
SC1654,Product Z,36.0,0.0,36,36,1,0.0,5390.75,0.0,252.0,1146.0,1296.0,🟢 OK,9244.5
SC1654,Gadget X,15.0,0.0,15,15,1,0.0,5390.75,0.0,105.0,740.0,540.0,🟢 OK,9244.5
SC8193,Gadget X,11.0,9.899494936611665,18,22,2,0.8999540843283749,2837.16,43.0,120.0,634.0,396.0,🟢 OK,9246.0
SC3907,Tool Y,12.0,0.0,12,12,1,0.0,5390.4400000000005,0.0,84.0,662.0,432.0,🟢 OK,9247.5
SC3907,Item Beta,42.0,0.0,42,42,1,0.0,5390.4400000000005,0.0,294.0,1238.0,1512.0,🟢 OK,9247.5
SC4783,Product Z,23.0,0.0,23,23,1,0.0,5390.09,0.0,161.0,916.0,828.0,🟢 OK,9250.5
SC4783,Widget A,29.0,0.0,29,29,1,0.0,5390.09,0.0,203.0,1029.0,1044.0,🟢 OK,9250.5
SC4783,Item Beta,30.0,0.0,30,30,1,0.0,5390.09,0.0,210.0,1046.0,1080.0,🟢 OK,9250.5
SC4783,Widget B,30.0,0.0,30,30,1,0.0,5390.09,0.0,210.0,1046.0,1080.0,🟢 OK,9250.5
SC2104,Tool Y,29.0,0.0,29,29,1,0.0,5390.07,0.0,203.0,1029.0,1044.0,🟢 OK,9253.0
SC5342,Item Beta,20.0,8.48528137423857,26,40,2,0.4242640684997964,3784.1,37.0,177.0,854.0,720.0,🟢 OK,9254.0
SC3754,Widget B,15.0,5.656854249492381,19,30,2,0.3771236163814096,3913.06,25.0,130.0,740.0,540.0,🟢 OK,9255.0
SC1235,Widget B,21.5,3.5355339059327378,24,43,2,0.1644434374087583,4627.74,15.0,166.0,886.0,774.0,🟢 OK,9256.0
SC9728,Widget A,20.0,26.870057685088806,39,40,2,1.3435028835826888,2299.36,117.0,257.0,854.0,720.0,🟢 OK,9257.0
SC7433,Widget B,47.0,0.0,47,47,1,0.0,5388.38,0.0,329.0,1310.0,1692.0,🟢 OK,9258.0
SC1279,Widget B,42.0,0.0,42,42,1,0.0,5387.63,0.0,294.0,1238.0,1512.0,🟢 OK,9259.5
