ds,y,rolling_7d_mean,rolling_30d_mean,rolling_7d_std,lag_1,lag_7,lag_30
2022-09-28,24877.59,28001.987142857142,26171.430333333334,2473.230151237531,28963.5,30427.44,32178.13
2022-09-29,39701.57,29954.67428571429,26590.601666666666,4882.155914343776,24877.59,26032.760000000002,27126.43
2022-09-30,26578.13,29246.589999999997,26970.683333333334,4973.387537621279,39701.57,31534.72,15175.68
2022-10-01,25171.52,29172.12142857143,26821.814000000002,5038.939285869689,26578.13,25692.8,29637.6
2022-10-02,36695.26,30237.32571428572,27391.696,5787.860823876291,25171.52,29238.83,19598.8
2022-10-03,19436.42,28774.855714285713,27162.979666666663,7098.898618431023,36695.26,29673.71,26297.91
2022-10-04,30089.41,28935.7,27149.588,7116.618341159889,19436.42,28963.5,30491.16
2022-10-05,31096.04,29824.05,27368.811666666665,6910.766862517262,30089.41,24877.59,24519.33
2022-10-06,29806.44,28410.460000000003,27604.28933333333,5400.608664977801,31096.04,39701.57,22742.11
2022-10-07,23095.45,27912.934285714287,27385.62366666667,5746.863186846241,29806.44,26578.13,29655.42
2022-10-08,27501.54,28245.794285714284,27471.666333333334,5627.861367712891,23095.45,25171.52,24920.26
2022-10-09,30620.64,27377.991428571426,27440.739666666665,4453.6836843764395,27501.54,36695.26,31548.44
2022-10-10,34681.39,29555.844285714287,27701.057666666668,3560.935331935777,30620.64,19436.42,26871.85
2022-10-11,17118.73,27702.890000000003,27298.248,5865.785041509785,34681.39,30089.41,29203.02
2022-10-12,31178.8,27714.712857142855,27535.634000000002,5873.841869752462,17118.73,31096.04,24057.22
2022-10-13,24689.02,26983.652857142853,27333.741666666665,5888.554769289638,31178.8,29806.44,30745.79
2022-10-14,16469.88,26037.14285714286,26790.19066666667,7037.999166407812,24689.02,23095.45,32776.409999999996
2022-10-15,24492.92,25607.34,26886.027666666665,7025.520684933839,16469.88,27501.54,21617.81
2022-10-16,18225.03,23836.538571428573,26746.966666666667,7112.9319495864365,24492.92,30620.64,22396.86
2022-10-17,27268.79,22777.59571428571,26860.355666666666,5625.578978424808,18225.03,34681.39,23867.12
2022-10-18,38175.71,25785.735714285714,27378.786666666667,7434.3756924771515,27268.79,17118.73,22622.78
2022-10-19,20390.95,24244.614285714284,27446.787333333334,7245.835991926336,38175.71,31178.8,18350.93
2022-10-20,31592.14,25230.774285714288,27683.904333333332,7767.387937131447,20390.95,24689.02,24478.63
2022-10-21,14745.369999999999,24984.415714285715,27161.16866666667,8111.303622361109,31592.14,16469.88,30427.44
2022-10-22,26940.28,25334.03857142857,27191.41933333333,8139.28398566775,14745.369999999999,24492.92,26032.760000000002
2022-10-23,32910.97,27432.03,27237.294333333335,7890.379939734622,26940.28,18225.03,31534.72
2022-10-24,32567.04,28188.922857142858,27466.435666666664,8122.807872305632,32910.97,27268.79,25692.8
2022-10-25,23466.53,26087.61142857143,27274.02566666667,6922.626611384405,32567.04,38175.71,29238.83
2022-10-26,16429.13,25521.637142857147,26832.539666666667,7595.268033821478,23466.53,20390.95,29673.71
2022-10-27,22466.74,24218.00857142857,26615.981000000003,7149.753358015053,16429.13,31592.14,28963.5
2022-10-28,34981.08,27108.824285714287,26952.764,6761.766967006119,22466.74,14745.369999999999,24877.59
2022-10-29,25046.99,26838.354285714286,26464.278,6807.344445471753,34981.08,26940.28,39701.57
2022-10-30,25496.99,25779.214285714286,26428.24,6259.789455354053,25046.99,32910.97,26578.13
2022-10-31,34048.36,25990.83142857143,26724.13466666667,6545.99756037592,25496.99,32567.04,25171.52
2022-11-01,32585.75,27293.577142857142,26587.151,6859.802388450439,34048.36,23466.53,36695.26
2022-11-02,23711.95,28333.98,26729.66866666667,5315.952523395958,32585.75,16429.13,19436.42
2022-11-03,29283.64,29307.82285714286,26702.809666666668,4643.900424412327,23711.95,22466.74,30089.41
2022-11-04,32552.649999999998,28960.904285714285,26751.363333333335,4220.889638112848,29283.64,34981.08,31096.04
2022-11-05,29658.940000000002,29619.754285714287,26746.446666666667,3851.9562473235687,32552.649999999998,25046.99,29806.44
2022-11-06,27397.239999999998,29891.21857142857,26889.839666666663,3569.592319707408,29658.940000000002,25496.99,23095.45
2022-11-07,29635.33,29260.785714285714,26960.966000000004,3067.394957880124,27397.239999999998,34048.36,27501.54
2022-11-08,24409.5,28092.75,26753.928000000004,3145.9737373665157,29635.33,32585.75,30620.64
2022-11-09,27748.64,28669.420000000002,26522.836333333336,2516.017672400806,24409.5,23711.95,34681.39
2022-11-10,22619.11,27717.344285714287,26706.182333333338,3363.180966846975,27748.64,29283.64,17118.73
2022-11-11,26111.510000000002,26797.18142857143,26537.272666666668,2618.4455284094574,22619.11,32552.649999999998,31178.8
2022-11-12,25347.64,26181.28142857143,26559.22666666667,2323.5648069824715,26111.510000000002,29658.940000000002,24689.02
2022-11-13,22229.25,25442.997142857144,26751.205666666665,2668.278840774273,25347.64,27397.239999999998,16469.88
2022-11-14,28336.88,25257.504285714287,26879.337666666666,2355.0060806068263,22229.25,29635.33,24492.92
2022-11-15,33713.74,26586.681428571428,27395.628000000004,3909.3509667097096,28336.88,24409.5,18225.03
2022-11-16,31424.06,27111.74142857143,27534.137,4316.99003129659,33713.74,27748.64,27268.79
2022-11-17,27850.09,27859.024285714284,27189.949666666667,3835.596810618707,31424.06,22619.11,38175.71
2022-11-18,22230.67,27304.61857142857,27251.273666666664,4373.096219619169,27850.09,26111.510000000002,20390.95
2022-11-19,26304.34,27441.29,27075.01366666667,4316.322929917684,22230.67,25347.64,31592.14
2022-11-20,29874.62,28533.485714285714,27579.322,3701.1114409766674,26304.34,22229.25,14745.369999999999
2022-11-21,30229.1,28803.802857142855,27688.949333333334,3753.094498458165,29874.62,28336.88,26940.28
2022-11-22,22662.31,27225.027142857143,27347.327333333335,3666.902243073434,30229.1,33713.74,32910.97
2022-11-23,26295.67,26492.399999999998,27138.28166666667,3166.271793239885,22662.31,31424.06,32567.04
2022-11-24,28700.19,26613.842857142856,27312.737,3242.412640487068,26295.67,27850.09,23466.53
2022-11-25,30716.14,27826.052857142855,27788.970666666668,2898.5601123989636,28700.19,22230.67,16429.13
2022-11-26,33582.78,28865.829999999998,28159.505333333334,3503.9560066967824,30716.14,26304.34,22466.74
2022-11-27,19853.19,27434.197142857145,27655.242333333335,4822.331044614935,33582.78,29874.62,34981.08
2022-11-28,22848.38,26379.808571428566,27581.955333333335,4915.372998615074,19853.19,30229.1,25046.99
2022-11-29,25728.739999999998,26817.87,27589.68033333333,4658.793839661347,22848.38,22662.31,25496.99
2022-11-30,17954.11,25626.21857142857,27053.20533333333,5752.962669354011,25728.739999999998,26295.67,34048.36
2022-12-01,31008.99,25956.047142857144,27000.646666666664,6018.622441399999,17954.11,28700.19,32585.75
2022-12-02,22647.47,24803.38,26965.164,5720.294346430078,31008.99,30716.14,23711.95
2022-12-03,21768.86,23115.67714285714,26714.671333333335,4252.894410303463,22647.47,33582.78,29283.64
2022-12-04,29175.77,24447.47428571429,26602.108666666667,4512.718745630158,21768.86,19853.19,32552.649999999998
2022-12-05,29937.989999999998,25460.27571428571,26611.410333333337,4875.03976054163,29175.77,22848.38,29658.940000000002
2022-12-06,26380.43,25553.374285714286,26577.516666666666,4887.228516415187,29937.989999999998,25728.739999999998,27397.239999999998
2022-12-07,18385.03,25614.934285714287,26202.506666666664,4777.025401320553,26380.43,17954.11,29635.33
2022-12-08,25625.74,24845.89857142857,26243.048,4157.006100446271,18385.03,31008.99,24409.5
2022-12-09,24433.41,25101.032857142854,26132.54033333333,4053.0976307540013,25625.74,22647.47,27748.64
2022-12-10,27734.94,25953.329999999998,26303.067999999996,3858.212461226901,24433.41,21768.86,22619.11
2022-12-11,30990.12,26212.522857142852,26465.68833333333,4159.921629188505,27734.94,29175.77,26111.510000000002
2022-12-12,20361.51,24844.454285714284,26299.484,4302.783062061321,30990.12,29937.989999999998,25347.64
2022-12-13,30362.31,25413.294285714284,26570.586000000003,4776.786055926634,20361.51,26380.43,22229.25
2022-12-14,23050.48,26079.787142857145,26394.37266666667,3872.6178381714467,30362.31,18385.03,28336.88
2022-12-15,21231.920000000002,25452.09857142857,25978.311999999998,4291.866725778831,23050.48,25625.74,33713.74
2022-12-16,32972.76,26672.005714285715,26029.935333333335,5092.905650810918,21231.920000000002,24433.41,31424.06
2022-12-17,30193.739999999998,27023.262857142858,26108.057000000004,5260.4695580803755,32972.76,27734.94,27850.09
2022-12-18,23265.52,25919.748571428576,26142.552,5097.314802358935,30193.739999999998,30990.12,22230.67
2022-12-19,24686.1,26537.54714285714,26088.610666666667,4543.344150566887,23265.52,20361.51,26304.34
2022-12-20,32326.1,26818.088571428572,26170.326666666668,4867.913057931582,24686.1,30362.31,29874.62
2022-12-21,38041.67,28959.687142857143,26430.745666666666,6080.683348190149,32326.1,23050.48,30229.1
2022-12-22,21324.489999999998,28972.911428571428,26386.151666666665,6061.145190331674,38041.67,21231.920000000002,22662.31
2022-12-23,29871.08,28529.814285714285,26505.332,5828.928700198268,21324.489999999998,32972.76,26295.67
2022-12-24,26546.19,28008.735714285714,26433.532,5818.417813761323,29871.08,30193.739999999998,28700.19
2022-12-25,32202.37,29285.42857142857,26483.072999999997,5579.766658542344,26546.19,23265.52,30716.14
2022-12-26,23243.420000000002,29079.33142857143,26138.427666666666,5800.251256423937,32202.37,24686.1,33582.78
2022-12-27,35525.2,29536.34571428571,26660.827999999998,6210.249175196467,23243.420000000002,32326.1,19853.19
2022-12-28,20836.89,27078.52,26593.778333333332,5663.579650350697,35525.2,38041.67,22848.38
2022-12-29,26125.13,27764.325714285715,26606.99133333333,5114.759551894408,20836.89,21324.489999999998,25728.739999999998
2022-12-30,23962.52,26920.245714285713,26807.271666666667,5196.033862254469,26125.13,29871.08,17954.11
2022-12-31,24120.72,26573.75,26577.662666666667,5304.86598909591,23962.52,26546.19,31008.99
2023-01-01,24554.4,25481.18285714286,26641.227,4706.203522305108,24120.72,32202.37,22647.47
2023-01-02,22302.59,25346.778571428575,26659.017999999996,4793.390030773018,24554.4,23243.420000000002,21768.86
2023-01-03,25821.940000000002,23960.59857142857,26547.223666666665,1872.3683123024111,22302.59,35525.2,29175.77
2023-01-04,28357.29,25034.941428571427,26494.533666666666,1937.7147553017628,25821.940000000002,20836.89,29937.989999999998
2023-01-05,27553.16,25238.945714285714,26533.624666666667,2136.586851716647,28357.29,26125.13,26380.43
2023-01-06,31650.79,26337.27,26975.816666666666,3120.5846443040978,27553.16,23962.52,18385.03
2023-01-07,30829.73,27295.700000000004,27149.283,3348.314940095468,31650.79,24120.72,25625.74
2023-01-08,32266.11,28397.372857142855,27410.373,3558.1302654938945,30829.73,24554.4,24433.41
2023-01-09,22818.84,28471.122857142855,27246.503000000004,3413.1442796523634,32266.11,22302.59,27734.94
2023-01-10,30821.54,29185.351428571426,27240.88366666667,3287.1658768480365,22818.84,25821.940000000002,30990.12
2023-01-11,30825.06,29537.890000000003,27589.66866666667,3315.7636468541955,30821.54,28357.29,20361.51
2023-01-12,24548.61,29108.668571428574,27395.878666666667,3777.783209614794,30825.06,27553.16,30362.31
2023-01-13,26359.05,28352.705714285716,27506.16433333333,3713.209256922518,24548.61,31650.79,23050.48
2023-01-14,36593.090000000004,29176.042857142857,28018.20333333333,4826.155015861348,26359.05,30829.73,21231.920000000002
2023-01-15,30722.44,28955.518571428573,27943.192666666666,4694.9094040724,36593.090000000004,32266.11,32972.76
2023-01-16,30196.18,30009.424285714285,27943.273999999998,3837.500097367436,30722.44,22818.84,30193.739999999998
2023-01-17,28535.85,29682.897142857142,28118.951666666668,3854.0885520172365,30196.18,30821.54,23265.52
2023-01-18,22623.02,28511.17714285714,28050.182333333334,4619.719081862409,28535.85,30825.06,24686.1
2023-01-19,38922.36,30564.57,28270.057666666668,5645.45039411972,22623.02,24548.61,32326.1
2023-01-20,23650.78,30177.674285714285,27790.361333333338,6059.330773723702,38922.36,26359.05,38041.67
2023-01-21,25597.09,28606.817142857144,27932.781333333336,5520.325851205735,23650.78,36593.090000000004,21324.489999999998
2023-01-22,31870.18,28770.78,27999.418,5609.953584998113,25597.09,30722.44,29871.08
2023-01-23,32449.28,29092.65142857143,28196.18766666667,5767.782126162603,31870.18,30196.18,26546.19
2023-01-24,30047.05,29308.537142857145,28124.343666666668,5771.748236599576,32449.28,28535.85,32202.37
2023-01-25,21459.44,29142.31142857143,28064.877666666664,6008.289215937217,30047.05,22623.02,23243.420000000002
2023-01-26,20121.170000000002,26456.42714285714,27551.41,5030.42505916319,21459.44,38922.36,35525.2
2023-01-27,26679.67,26889.125714285714,27746.169333333335,4876.792709048479,20121.170000000002,23650.78,20836.89
2023-01-28,32767.03,27913.402857142857,27967.566,5295.202854306619,26679.67,25597.09,26125.13
2023-01-29,24922.9,26920.934285714287,27999.578666666665,5076.532683715175,32767.03,31870.18,23962.52
2023-01-30,27100.06,26156.760000000002,28098.890000000003,4472.300821821638,24922.9,32449.28,24120.72
2023-01-31,28908.66,25994.132857142857,28244.032,4325.550293660948,27100.06,30047.05,24554.4
2023-02-01,24122.5,26374.57,28304.69566666667,3962.0860533225637,28908.66,21459.44,22302.59
2023-02-02,21262.89,26537.67285714286,28152.727333333332,3674.8423646904434,24122.5,20121.170000000002,25821.940000000002
2023-02-03,26106.97,26455.858571428573,28077.716666666667,3677.52827211169,21262.89,26679.67,28357.29
2023-02-04,26953.38,25625.33714285714,28057.724000000002,2474.3203450962023,26106.97,32767.03,27553.16
2023-02-05,32717.14,26738.8,28093.268999999997,3602.2034947653688,26953.38,24922.9,31650.79
2023-02-06,30397.87,27209.915714285715,28078.873666666666,3863.501315080455,32717.14,27100.06,30829.73
2023-02-07,25480.36,26720.15857142857,27852.682000000004,3829.4135947401646,30397.87,28908.66,32266.11
2023-02-08,31924.9,27834.787142857145,28156.21733333333,4074.9473656384366,25480.36,24122.5,22818.84
2023-02-09,37867.91,30206.932857142856,28391.096333333335,4429.3598367021705,31924.9,21262.89,30821.54
2023-02-10,37195.53,31791.012857142858,28603.445333333333,4693.630432979387,37867.91,26106.97,30825.06
2023-02-11,22423.39,31143.87142857143,28532.604666666666,5680.362693547605,37195.53,26953.38,24548.61
2023-02-12,28141.4,30490.194285714282,28592.016333333337,5732.185825281809,22423.39,32717.14,26359.05
2023-02-13,27462.559999999998,30070.864285714284,28287.66533333333,5846.293812684098,28141.4,30397.87,36593.090000000004
2023-02-14,16927.46,28849.021428571432,27827.832666666665,7597.15906236321,27462.559999999998,25480.36,30722.44
2023-02-15,28004.98,28289.032857142854,27754.792666666668,7476.153438981192,16927.46,31924.9,30196.18
2023-02-16,30195.489999999998,27192.972857142857,27810.114,6309.087101337005,28004.98,37867.91,28535.85
2023-02-17,23976.9,25304.597142857143,27855.243333333332,4548.950715490001,30195.489999999998,37195.53,22623.02
2023-02-18,29885.89,26370.66857142857,27554.027666666665,4634.814762189975,23976.9,22423.39,38922.36
2023-02-19,26059.4,26073.239999999998,27634.315,4568.573798692523,29885.89,28141.4,23650.78
2023-02-20,22098.49,25306.944285714282,27517.695,4743.226099266379,26059.4,27462.559999999998,25597.09
2023-02-21,25214.77,26490.84571428571,27295.847999999998,3026.8394965973553,22098.49,16927.46,31870.18
2023-02-22,29131.7,26651.805714285718,27185.262000000002,3148.298373750768,25214.77,28004.98,32449.28
2023-02-23,16567.170000000002,24704.902857142857,26735.932666666668,4510.7253653180505,29131.7,30195.489999999998,30047.05
2023-02-24,29720.19,25525.372857142855,27011.291000000005,4864.681896879142,16567.170000000002,23976.9,21459.44
2023-02-25,29554.92,25478.09142857143,27325.749333333333,4816.60792529149,29720.19,29885.89,20121.170000000002
2023-02-26,18529.49,24402.389999999996,27054.076666666664,5462.653180915526,29554.92,26059.4,26679.67
2023-02-27,28931.71,25378.56428571429,26926.23266666667,5591.360142362059,18529.49,22098.49,32767.03
2023-02-28,40051.71,27498.127142857145,27430.526333333335,7867.723083338043,28931.71,25214.77,24922.9
2023-03-01,25152.16,26929.62142857143,27365.596333333335,7873.785720372851,40051.71,29131.7,27100.06
2023-03-02,22527.22,27781.057142857142,27152.881666666664,6817.931611101488,25152.16,16567.170000000002,28908.66
2023-03-03,35637.68,28626.41285714286,27536.720999999998,7437.170734649272,22527.22,29720.19,24122.5
2023-03-04,29112.63,28563.22857142857,27798.379,7429.842831849186,35637.68,29554.92,21262.89
2023-03-05,21532.62,28992.247142857144,27645.90066666667,6815.185686616098,29112.63,18529.49,26106.97
2023-03-06,34220.63,29747.807142857142,27888.14233333333,7094.795766597062,21532.62,28931.71,26953.38
2023-03-07,31598.170000000002,28540.15857142857,27850.843333333334,5613.39595562087,34220.63,40051.71,32717.14
2023-03-08,28948.77,29082.53142857143,27802.539999999997,5411.261955309569,31598.170000000002,25152.16,30397.87
2023-03-09,28262.32,29901.83142857143,27895.271999999997,4631.277849684764,28948.77,22527.22,25480.36
2023-03-10,32137.65,29401.827142857142,27902.363666666668,4062.866454769374,28262.32,35637.68,31924.9
2023-03-11,25093.780000000002,28827.705714285716,27476.559333333335,4381.963606082137,32137.65,29112.63,37867.91
2023-03-12,36738.83,31000.021428571432,27461.336,3906.075464744722,25093.780000000002,21532.62,37195.53
2023-03-13,21495.88,29182.2,27430.418999999998,4972.752670275601,36738.83,34220.63,22423.39
2023-03-14,23530.13,28029.62285714286,27276.71,5246.896868161563,21495.88,31598.170000000002,28141.4
2023-03-15,29077.19,28047.96857142857,27330.531000000003,5250.869292518535,23530.13,28948.77,27462.559999999998
2023-03-16,34547.51,28945.85285714286,27917.866,5802.0756181982215,29077.19,28262.32,16927.46
2023-03-17,24802.97,27898.04142857143,27811.13233333333,5791.87702323528,34547.51,32137.65,28004.98
2023-03-18,21557.49,27392.85714285714,27523.199,6215.937430435598,24802.97,25093.780000000002,30195.489999999998
2023-03-19,35005.19,27145.194285714282,27890.80866666667,5802.274173120548,21557.49,36738.83,23976.9
2023-03-20,28718.57,28177.007142857146,27851.898,5245.73808462231,35005.19,21495.88,29885.89
2023-03-21,29701.61,29058.647142857146,27973.305,4837.294894510456,28718.57,23530.13,26059.4
2023-03-22,20385.16,27816.928571428576,27916.194000000003,5842.837662244899,29701.61,29077.19,22098.49
2023-03-23,28552.4,26960.484285714287,28027.448333333337,5081.637299105647,20385.16,34547.51,25214.77
2023-03-24,31081.3,27857.38857142857,28092.434999999998,5190.270047757383,28552.4,24802.97,29131.7
2023-03-25,30261.77,29100.85714285715,28548.92166666667,4414.035350234931,31081.3,21557.49,16567.170000000002
2023-03-26,27778.47,28068.46857142857,28484.197666666663,3566.721804156784,30261.77,35005.19,29720.19
2023-03-27,30378.22,28305.561428571433,28511.641000000003,3670.7822781954924,27778.47,28718.57,29554.92
2023-03-28,34025.35,28923.23857142857,29028.16966666667,4261.146354403638,30378.22,29701.61,18529.49
2023-03-29,19249.67,28761.02571428571,28705.435,4644.695211725778,34025.35,20385.16,28931.71
2023-03-30,22731.52,27929.471428571425,28128.095333333335,5178.645228536844,19249.67,28552.4,40051.71
2023-03-31,27226.350000000002,27378.764285714286,28197.235,4989.114923470399,22731.52,31081.3,25152.16
2023-04-01,36312.37,28243.135714285716,28656.74,5994.653585509484,27226.350000000002,30261.77,22527.22
2023-04-02,34673.17,29228.092857142856,28624.589666666663,6454.374128425643,36312.37,27778.47,35637.68
2023-04-03,28392.56,28944.42714285714,28600.587333333337,6439.018188442264,34673.17,30378.22,29112.63
2023-04-04,33388.93,28853.510000000002,28995.797666666665,6359.3199120844,28392.56,34025.35,21532.62
2023-04-05,21393.25,29159.735714285718,28568.218333333334,5851.082744113409,33388.93,19249.67,34220.63
2023-04-06,31626.59,30430.460000000003,28569.16566666667,5145.730382174443,21393.25,22731.52,31598.170000000002
2023-04-07,15847.01,28804.84,28132.440333333336,7558.477109795319,31626.59,27226.350000000002,28948.77
2023-04-08,26016.08,27333.941428571434,28057.56566666667,6819.7364892944415,15847.01,36312.37,28262.32
2023-04-09,33231.96,27128.054285714286,28094.042666666668,6578.7341124840805,26016.08,34673.17,32137.65
2023-04-10,33372.12,27839.420000000002,28369.987333333334,6994.349491115416,33231.96,28392.56,25093.780000000002
2023-04-11,18326.8,25687.687142857147,27756.253000000004,7312.190128225852,33372.12,33388.93,36738.83
2023-04-12,23645.23,26009.39857142857,27827.898,7139.254161926213,18326.8,21393.25,21495.88
2023-04-13,33341.82,26254.431428571428,28154.95433333334,7389.237406355323,23645.23,31626.59,23530.13
2023-04-14,22377.72,27187.390000000003,27931.63866666667,6167.476057532217,33341.82,15847.01,29077.19
2023-04-15,29085.079999999998,27625.81857142857,27749.557666666668,6179.405155510312,22377.72,26016.08,34547.51
2023-04-16,24866.690000000002,26430.78,27751.681666666667,5705.223292472124,29085.079999999998,33231.96,24802.97
2023-04-17,24699.21,25191.79285714286,27856.40566666667,4819.542623353754,24866.690000000002,33372.12,21557.49
2023-04-18,24100.69,26016.634285714284,27492.922333333332,3844.211697044665,24699.21,18326.8,35005.19
2023-04-19,20866.04,25619.60714285714,27231.171333333335,4251.851180657305,24100.69,23645.23,28718.57
2023-04-20,34484.45,25782.84,27390.59933333333,4604.993367458102,20866.04,33341.82,29701.61
2023-04-21,30469.52,26938.81142857143,27726.744666666666,4623.34693139585,34484.45,22377.72,20385.16
2023-04-22,25187.75,26382.05,27614.589666666663,4555.982978747082,30469.52,29085.079999999998,28552.4
2023-04-23,27467.809999999998,26753.63857142857,27494.140000000003,4517.70402230463,25187.75,24866.690000000002,31081.3
2023-04-24,25528.92,26872.16857142857,27336.378333333334,4465.40052508702,27467.809999999998,24699.21,30261.77
2023-04-25,27350.41,27336.41428571428,27322.109666666667,4294.914898384102,25528.92,24100.69,27778.47
2023-04-26,16874.67,26766.21857142857,26871.99133333333,5415.783291154424,27350.41,20866.04,30378.22
2023-04-27,20977.510000000002,24836.655714285713,26437.063333333335,4543.490081841825,16874.67,34484.45,34025.35
2023-04-28,27196.21,24369.04,26701.947999999997,4003.4880191111406,20977.510000000002,30469.52,19249.67
2023-04-29,32629.38,25432.13,27031.876666666667,5096.065579277783,27196.21,25187.75,22731.52
2023-04-30,21817.33,24624.91857142857,26851.575999999997,5166.897203584959,32629.38,27467.809999999998,27226.350000000002
2023-05-01,26491.1,24762.372857142855,26524.200333333334,5207.5925188027395,21817.33,25528.92,36312.37
2023-05-02,21885.04,23981.605714285717,26097.929333333333,5164.4303630663535,26491.1,27350.41,34673.17
2023-05-03,21620.82,24659.627142857145,25872.20466666667,4318.078824128881,21885.04,16874.67,28392.56
2023-05-04,40599.12,27462.714285714286,26112.544333333335,7040.16088315661,21620.82,20977.510000000002,33388.93
2023-05-05,18847.98,26270.110000000004,26027.702,7762.83538156215,40599.12,27196.21,21393.25
2023-05-06,31129.54,26055.847142857143,26011.13366666667,7576.521452880404,18847.98,32629.38,31626.59
2023-05-07,33726.86,27757.208571428575,26607.128666666667,7799.989953684609,31129.54,21817.33,15847.01
2023-05-08,27285.67,27870.718571428577,26649.44833333333,7784.259606565943,33726.86,26491.1,26016.08
2023-05-09,22144.26,27907.75,26279.858333333334,7751.586571549931,27285.67,21885.04,33231.96
2023-05-10,20155.15,27698.36857142857,25839.292666666668,7966.523709813093,22144.26,21620.82,33372.12
2023-05-11,34421.66,26815.874285714286,26375.788,6507.875833372598,20155.15,40599.12,18326.8
2023-05-12,23871.989999999998,27533.59,26383.346666666668,5710.925079605451,34421.66,18847.98,23645.23
2023-05-13,27263.64,26981.318571428572,26180.74066666667,5487.7892038215905,23871.989999999998,31129.54,33341.82
2023-05-14,31262.55,26629.274285714288,26476.901666666665,5044.040199419683,27263.64,33726.86,22377.72
2023-05-15,32443.27,27366.074285714283,26588.841333333334,5510.983281172405,31262.55,27285.67,29085.079999999998
2023-05-16,25655.81,27867.72428571429,26615.145333333334,5101.008246532749,32443.27,22144.26,24866.690000000002
2023-05-17,30505.32,29346.320000000003,26808.682333333334,3836.037513337589,25655.81,20155.15,24699.21
2023-05-18,31139.94,28877.50285714286,27043.324000000004,3271.354786046656,30505.32,34421.66,24100.69
2023-05-19,16017.83,27755.48,26881.717,5711.305349964507,31139.94,23871.989999999998,20866.04
2023-05-20,22513.120000000003,27076.83428571429,26482.67266666667,6051.591588838021,16017.83,27263.64,34484.45
2023-05-21,36672.75,27849.719999999998,26689.447,6953.542030409145,22513.120000000003,31262.55,30469.52
2023-05-22,27621.4,27160.88142857143,26770.56866666667,6655.078499280141,36672.75,32443.27,25187.75
2023-05-23,18634.51,26157.838571428572,26476.125333333333,7406.433283633501,27621.4,25655.81,27467.809999999998
2023-05-24,19328.77,24561.18857142857,26269.45366666667,7516.89284360549,18634.51,30505.32,25528.92
2023-05-25,20610.37,23056.964285714286,26044.78566666667,7017.9796504736105,19328.77,31139.94,27350.41
2023-05-26,25147.68,24361.22857142857,26320.552666666666,6303.784229380061,20610.37,16017.83,16874.67
2023-05-27,17233.48,23606.994285714285,26195.751666666663,6853.628996925281,25147.68,22513.120000000003,20977.510000000002
2023-05-28,21448.09,21432.042857142857,26004.147666666668,3711.858965485745,17233.48,36672.75,27196.21
2023-05-29,25981.73,21197.804285714286,25782.559333333335,3283.1595345431606,21448.09,27621.4,32629.38
2023-05-30,20873.99,21517.73,25751.11466666667,3095.5002297258998,25981.73,18634.51,21817.33
2023-05-31,17447.47,21248.972857142857,25449.66033333333,3385.3258781231434,20873.99,19328.77,26491.1
2023-06-01,24665.29,21828.247142857144,25542.335333333336,3598.0801855837285,17447.47,20610.37,21885.04
2023-06-02,26595.16,22035.030000000002,25708.146666666667,3853.19338938061,24665.29,25147.68,21620.82
2023-06-03,19075.89,22298.231428571427,24990.705666666665,3518.979444121177,26595.16,17233.48,40599.12
2023-06-04,34321.06,24137.227142857144,25506.475,5692.855576921855,19075.89,21448.09,18847.98
2023-06-05,27284.72,24323.36857142857,25378.314333333332,5783.793561811089,34321.06,25981.73,31129.54
2023-06-06,34638.8,26289.77,25408.712333333333,6685.26213365887,27284.72,20873.99,33726.86
2023-06-07,24410.95,27284.552857142855,25312.888333333332,5576.332778609101,34638.8,17447.47,27285.67
2023-06-08,30165.65,28070.31857142857,25580.268,5533.099072465097,24410.95,24665.29,22144.26
2023-06-09,31263.35,28737.20285714286,25950.541333333334,5606.50405650351,30165.65,26595.16,20155.15
2023-06-10,25702.23,29683.82285714286,25659.893666666663,4045.4664865489026,31263.35,19075.89,34421.66
2023-06-11,35186.08,29807.397142857142,26037.030000000002,4220.165195841311,25702.23,34321.06,23871.989999999998
2023-06-12,21300.14,28952.457142857143,25838.246666666666,5287.592914605882,35186.08,27284.72,27263.64
2023-06-13,19434.67,26780.43857142857,25443.984,5671.301397811096,21300.14,34638.8,31262.55
2023-06-14,19141.9,26027.717142857146,25000.605,6347.553673696421,19434.67,24410.95,32443.27
2023-06-15,25834.84,25409.030000000002,25006.572666666663,6082.542267829555,19141.9,30165.65,25655.81
2023-06-16,27874.19,24924.864285714284,24918.868333333336,5659.018741951795,25834.84,31263.35,30505.32
2023-06-17,24334.05,24729.41,24692.00533333333,5651.317046382472,27874.19,25702.23,31139.94
2023-06-18,31834.69,24250.640000000003,25219.234,4675.518109464777,24334.05,35186.08,16017.83
2023-06-19,26373.87,24975.45857142857,25347.925666666666,4532.989065434351,31834.69,21300.14,22513.120000000003
2023-06-20,26982.71,26053.75,25024.924333333332,3840.088381660826,26373.87,19434.67,36672.75
2023-06-21,20296.92,26218.752857142856,24780.775,3503.676932884027,26982.71,19141.9,27621.4
2023-06-22,22693.83,25770.03714285714,24916.085666666666,3753.282648148188,20296.92,25834.84,18634.51
2023-06-23,33096.26,26516.047142857144,25375.001999999997,4652.475138513939,22693.83,27874.19,19328.77
2023-06-24,28289.58,27081.122857142855,25630.97566666667,4582.980886038072,33096.26,24334.05,20610.37
